#    L    TT             EE             BB             TE             PP             TP             EP          
  2611    0.58491E+02    0.30170E+01    0.00000E+00   -0.48558E+01    0.10661E-08    0.26588E-06   -0.16193E-07
  2612    0.58476E+02    0.30062E+01    0.00000E+00   -0.48830E+01    0.10653E-08    0.26585E-06   -0.16102E-07
  2613    0.58463E+02    0.29953E+01    0.00000E+00   -0.49093E+01    0.10646E-08    0.26581E-06   -0.16009E-07
  2614    0.58452E+02    0.29841E+01    0.00000E+00   -0.49352E+01    0.10638E-08    0.26577E-06   -0.15914E-07
  2615    0.58442E+02    0.29727E+01    0.00000E+00   -0.49603E+01    0.10630E-08    0.26572E-06   -0.15818E-07
  2616    0.58434E+02    0.29611E+01    0.00000E+00   -0.49845E+01    0.10622E-08    0.26566E-06   -0.15721E-07
  2617    0.58427E+02    0.29492E+01    0.00000E+00   -0.50082E+01    0.10614E-08    0.26559E-06   -0.15623E-07
  2618    0.58422E+02    0.29372E+01    0.00000E+00   -0.50311E+01    0.10607E-08    0.26552E-06   -0.15523E-07
  2619    0.58417E+02    0.29250E+01    0.00000E+00   -0.50532E+01    0.10599E-08    0.26544E-06   -0.15422E-07
  2620    0.58414E+02    0.29125E+01    0.00000E+00   -0.50747E+01    0.10591E-08    0.26535E-06   -0.15320E-07
  2621    0.58412E+02    0.28999E+01    0.00000E+00   -0.50954E+01    0.10583E-08    0.26526E-06   -0.15216E-07
  2622    0.58411E+02    0.28871E+01    0.00000E+00   -0.51153E+01    0.10576E-08    0.26515E-06   -0.15112E-07
  2623    0.58411E+02    0.28741E+01    0.00000E+00   -0.51345E+01    0.10568E-08    0.26504E-06   -0.15006E-07
  2624    0.58412E+02    0.28609E+01    0.00000E+00   -0.51529E+01    0.10560E-08    0.26492E-06   -0.14899E-07
  2625    0.58413E+02    0.28475E+01    0.00000E+00   -0.51704E+01    0.10553E-08    0.26480E-06   -0.14790E-07
  2626    0.58417E+02    0.28340E+01    0.00000E+00   -0.51872E+01    0.10545E-08    0.26467E-06   -0.14681E-07
  2627    0.58420E+02    0.28203E+01    0.00000E+00   -0.52033E+01    0.10537E-08    0.26453E-06   -0.14570E-07
  2628    0.58424E+02    0.28065E+01    0.00000E+00   -0.52185E+01    0.10529E-08    0.26438E-06   -0.14458E-07
  2629    0.58428E+02    0.27924E+01    0.00000E+00   -0.52328E+01    0.10522E-08    0.26423E-06   -0.14346E-07
  2630    0.58434E+02    0.27782E+01    0.00000E+00   -0.52464E+01    0.10514E-08    0.26407E-06   -0.14232E-07
  2631    0.58440E+02    0.27639E+01    0.00000E+00   -0.52592E+01    0.10506E-08    0.26390E-06   -0.14117E-07
  2632    0.58447E+02    0.27494E+01    0.00000E+00   -0.52711E+01    0.10499E-08    0.26373E-06   -0.14001E-07
  2633    0.58453E+02    0.27348E+01    0.00000E+00   -0.52822E+01    0.10491E-08    0.26355E-06   -0.13884E-07
  2634    0.58461E+02    0.27200E+01    0.00000E+00   -0.52924E+01    0.10483E-08    0.26336E-06   -0.13766E-07
  2635    0.58468E+02    0.27051E+01    0.00000E+00   -0.53019E+01    0.10476E-08    0.26316E-06   -0.13647E-07
  2636    0.58476E+02    0.26901E+01    0.00000E+00   -0.53105E+01    0.10468E-08    0.26296E-06   -0.13527E-07
  2637    0.58484E+02    0.26749E+01    0.00000E+00   -0.53183E+01    0.10461E-08    0.26275E-06   -0.13406E-07
  2638    0.58492E+02    0.26596E+01    0.00000E+00   -0.53252E+01    0.10453E-08    0.26254E-06   -0.13284E-07
  2639    0.58501E+02    0.26443E+01    0.00000E+00   -0.53313E+01    0.10445E-08    0.26231E-06   -0.13161E-07
  2640    0.58510E+02    0.26287E+01    0.00000E+00   -0.53366E+01    0.10438E-08    0.26208E-06   -0.13038E-07
  2641    0.58518E+02    0.26132E+01    0.00000E+00   -0.53410E+01    0.10430E-08    0.26185E-06   -0.12913E-07
  2642    0.58527E+02    0.25975E+01    0.00000E+00   -0.53446E+01    0.10422E-08    0.26160E-06   -0.12788E-07
  2643    0.58535E+02    0.25817E+01    0.00000E+00   -0.53472E+01    0.10415E-08    0.26135E-06   -0.12662E-07
  2644    0.58545E+02    0.25657E+01    0.00000E+00   -0.53491E+01    0.10407E-08    0.26109E-06   -0.12535E-07
  2645    0.58553E+02    0.25497E+01    0.00000E+00   -0.53501E+01    0.10400E-08    0.26083E-06   -0.12407E-07
  2646    0.58561E+02    0.25337E+01    0.00000E+00   -0.53503E+01    0.10392E-08    0.26056E-06   -0.12278E-07
  2647    0.58569E+02    0.25176E+01    0.00000E+00   -0.53496E+01    0.10385E-08    0.26028E-06   -0.12149E-07
  2648    0.58577E+02    0.25012E+01    0.00000E+00   -0.53480E+01    0.10377E-08    0.26000E-06   -0.12019E-07
  2649    0.58584E+02    0.24849E+01    0.00000E+00   -0.53457E+01    0.10370E-08    0.25971E-06   -0.11888E-07
  2650    0.58592E+02    0.24685E+01    0.00000E+00   -0.53424E+01    0.10362E-08    0.25941E-06   -0.11756E-07
  2651    0.58598E+02    0.24522E+01    0.00000E+00   -0.53383E+01    0.10355E-08    0.25910E-06   -0.11624E-07
  2652    0.58604E+02    0.24356E+01    0.00000E+00   -0.53332E+01    0.10347E-08    0.25879E-06   -0.11491E-07
  2653    0.58611E+02    0.24191E+01    0.00000E+00   -0.53276E+01    0.10340E-08    0.25848E-06   -0.11358E-07
  2654    0.58616E+02    0.24025E+01    0.00000E+00   -0.53209E+01    0.10332E-08    0.25815E-06   -0.11223E-07
  2655    0.58621E+02    0.23857E+01    0.00000E+00   -0.53134E+01    0.10325E-08    0.25782E-06   -0.11089E-07
  2656    0.58624E+02    0.23691E+01    0.00000E+00   -0.53051E+01    0.10317E-08    0.25749E-06   -0.10953E-07
  2657    0.58627E+02    0.23524E+01    0.00000E+00   -0.52960E+01    0.10310E-08    0.25714E-06   -0.10817E-07
  2658    0.58630E+02    0.23356E+01    0.00000E+00   -0.52861E+01    0.10302E-08    0.25679E-06   -0.10680E-07
  2659    0.58633E+02    0.23189E+01    0.00000E+00   -0.52753E+01    0.10295E-08    0.25644E-06   -0.10543E-07
  2660    0.58633E+02    0.23021E+01    0.00000E+00   -0.52638E+01    0.10287E-08    0.25607E-06   -0.10405E-07
  2661    0.58633E+02    0.22853E+01    0.00000E+00   -0.52515E+01    0.10280E-08    0.25571E-06   -0.10267E-07
  2662    0.58631E+02    0.22686E+01    0.00000E+00   -0.52384E+01    0.10272E-08    0.25533E-06   -0.10128E-07
  2663    0.58629E+02    0.22518E+01    0.00000E+00   -0.52245E+01    0.10265E-08    0.25495E-06   -0.99891E-08
  2664    0.58626E+02    0.22349E+01    0.00000E+00   -0.52098E+01    0.10257E-08    0.25457E-06   -0.98494E-08
  2665    0.58622E+02    0.22182E+01    0.00000E+00   -0.51944E+01    0.10250E-08    0.25417E-06   -0.97092E-08
  2666    0.58616E+02    0.22014E+01    0.00000E+00   -0.51783E+01    0.10243E-08    0.25377E-06   -0.95685E-08
  2667    0.58609E+02    0.21847E+01    0.00000E+00   -0.51613E+01    0.10235E-08    0.25337E-06   -0.94274E-08
  2668    0.58601E+02    0.21680E+01    0.00000E+00   -0.51437E+01    0.10228E-08    0.25296E-06   -0.92859E-08
  2669    0.58592E+02    0.21512E+01    0.00000E+00   -0.51252E+01    0.10220E-08    0.25254E-06   -0.91440E-08
  2670    0.58583E+02    0.21347E+01    0.00000E+00   -0.51061E+01    0.10213E-08    0.25212E-06   -0.90018E-08
  2671    0.58570E+02    0.21180E+01    0.00000E+00   -0.50863E+01    0.10206E-08    0.25170E-06   -0.88591E-08
  2672    0.58557E+02    0.21015E+01    0.00000E+00   -0.50658E+01    0.10198E-08    0.25126E-06   -0.87161E-08
  2673    0.58543E+02    0.20850E+01    0.00000E+00   -0.50445E+01    0.10191E-08    0.25082E-06   -0.85728E-08
  2674    0.58528E+02    0.20686E+01    0.00000E+00   -0.50226E+01    0.10184E-08    0.25038E-06   -0.84292E-08
  2675    0.58511E+02    0.20522E+01    0.00000E+00   -0.49999E+01    0.10176E-08    0.24993E-06   -0.82853E-08
  2676    0.58492E+02    0.20359E+01    0.00000E+00   -0.49767E+01    0.10169E-08    0.24947E-06   -0.81410E-08
  2677    0.58471E+02    0.20196E+01    0.00000E+00   -0.49528E+01    0.10162E-08    0.24901E-06   -0.79966E-08
  2678    0.58449E+02    0.20035E+01    0.00000E+00   -0.49281E+01    0.10154E-08    0.24855E-06   -0.78518E-08
  2679    0.58425E+02    0.19873E+01    0.00000E+00   -0.49029E+01    0.10147E-08    0.24808E-06   -0.77069E-08
  2680    0.58400E+02    0.19713E+01    0.00000E+00   -0.48771E+01    0.10140E-08    0.24760E-06   -0.75617E-08
  2681    0.58373E+02    0.19554E+01    0.00000E+00   -0.48507E+01    0.10132E-08    0.24712E-06   -0.74163E-08
  2682    0.58345E+02    0.19396E+01    0.00000E+00   -0.48236E+01    0.10125E-08    0.24663E-06   -0.72707E-08
  2683    0.58314E+02    0.19238E+01    0.00000E+00   -0.47959E+01    0.10118E-08    0.24614E-06   -0.71250E-08
  2684    0.58283E+02    0.19082E+01    0.00000E+00   -0.47677E+01    0.10110E-08    0.24564E-06   -0.69791E-08
  2685    0.58248E+02    0.18927E+01    0.00000E+00   -0.47387E+01    0.10103E-08    0.24514E-06   -0.68331E-08
  2686    0.58213E+02    0.18772E+01    0.00000E+00   -0.47093E+01    0.10096E-08    0.24463E-06   -0.66869E-08
  2687    0.58176E+02    0.18618E+01    0.00000E+00   -0.46794E+01    0.10089E-08    0.24412E-06   -0.65407E-08
  2688    0.58136E+02    0.18467E+01    0.00000E+00   -0.46488E+01    0.10081E-08    0.24360E-06   -0.63943E-08
  2689    0.58095E+02    0.18316E+01    0.00000E+00   -0.46177E+01    0.10074E-08    0.24308E-06   -0.62479E-08
  2690    0.58052E+02    0.18165E+01    0.00000E+00   -0.45862E+01    0.10067E-08    0.24256E-06   -0.61015E-08
  2691    0.58007E+02    0.18017E+01    0.00000E+00   -0.45539E+01    0.10060E-08    0.24203E-06   -0.59550E-08
  2692    0.57960E+02    0.17870E+01    0.00000E+00   -0.45213E+01    0.10052E-08    0.24149E-06   -0.58085E-08
  2693    0.57910E+02    0.17723E+01    0.00000E+00   -0.44881E+01    0.10045E-08    0.24095E-06   -0.56619E-08
  2694    0.57860E+02    0.17580E+01    0.00000E+00   -0.44544E+01    0.10038E-08    0.24040E-06   -0.55154E-08
  2695    0.57807E+02    0.17436E+01    0.00000E+00   -0.44203E+01    0.10031E-08    0.23985E-06   -0.53689E-08
  2696    0.57753E+02    0.17294E+01    0.00000E+00   -0.43858E+01    0.10024E-08    0.23930E-06   -0.52225E-08
  2697    0.57695E+02    0.17154E+01    0.00000E+00   -0.43507E+01    0.10016E-08    0.23874E-06   -0.50761E-08
  2698    0.57635E+02    0.17015E+01    0.00000E+00   -0.43152E+01    0.10009E-08    0.23818E-06   -0.49298E-08
  2699    0.57575E+02    0.16878E+01    0.00000E+00   -0.42793E+01    0.10002E-08    0.23761E-06   -0.47836E-08
  2700    0.57511E+02    0.16743E+01    0.00000E+00   -0.42429E+01    0.99948E-09    0.23704E-06   -0.46375E-08
  2701    0.57446E+02    0.16608E+01    0.00000E+00   -0.42062E+01    0.99877E-09    0.23646E-06   -0.44915E-08
  2702    0.57379E+02    0.16475E+01    0.00000E+00   -0.41690E+01    0.99805E-09    0.23588E-06   -0.43457E-08
  2703    0.57310E+02    0.16344E+01    0.00000E+00   -0.41314E+01    0.99734E-09    0.23530E-06   -0.42000E-08
  2704    0.57238E+02    0.16215E+01    0.00000E+00   -0.40935E+01    0.99662E-09    0.23471E-06   -0.40545E-08
  2705    0.57164E+02    0.16086E+01    0.00000E+00   -0.40552E+01    0.99591E-09    0.23412E-06   -0.39092E-08
  2706    0.57089E+02    0.15960E+01    0.00000E+00   -0.40166E+01    0.99520E-09    0.23352E-06   -0.37640E-08
  2707    0.57011E+02    0.15836E+01    0.00000E+00   -0.39776E+01    0.99448E-09    0.23292E-06   -0.36191E-08
  2708    0.56931E+02    0.15713E+01    0.00000E+00   -0.39383E+01    0.99377E-09    0.23232E-06   -0.34744E-08
  2709    0.56848E+02    0.15592E+01    0.00000E+00   -0.38989E+01    0.99306E-09    0.23171E-06   -0.33299E-08
  2710    0.56764E+02    0.15473E+01    0.00000E+00   -0.38589E+01    0.99235E-09    0.23110E-06   -0.31857E-08
  2711    0.56678E+02    0.15355E+01    0.00000E+00   -0.38189E+01    0.99164E-09    0.23048E-06   -0.30417E-08
  2712    0.56590E+02    0.15239E+01    0.00000E+00   -0.37786E+01    0.99093E-09    0.22986E-06   -0.28981E-08
  2713    0.56500E+02    0.15125E+01    0.00000E+00   -0.37380E+01    0.99022E-09    0.22924E-06   -0.27547E-08
  2714    0.56407E+02    0.15013E+01    0.00000E+00   -0.36972E+01    0.98952E-09    0.22861E-06   -0.26116E-08
  2715    0.56313E+02    0.14903E+01    0.00000E+00   -0.36564E+01    0.98881E-09    0.22799E-06   -0.24688E-08
  2716    0.56216E+02    0.14795E+01    0.00000E+00   -0.36152E+01    0.98810E-09    0.22735E-06   -0.23264E-08
  2717    0.56117E+02    0.14689E+01    0.00000E+00   -0.35738E+01    0.98740E-09    0.22672E-06   -0.21843E-08
  2718    0.56016E+02    0.14585E+01    0.00000E+00   -0.35324E+01    0.98669E-09    0.22608E-06   -0.20426E-08
  2719    0.55913E+02    0.14483E+01    0.00000E+00   -0.34908E+01    0.98599E-09    0.22544E-06   -0.19013E-08
  2720    0.55808E+02    0.14382E+01    0.00000E+00   -0.34491E+01    0.98529E-09    0.22479E-06   -0.17603E-08
  2721    0.55700E+02    0.14284E+01    0.00000E+00   -0.34072E+01    0.98458E-09    0.22415E-06   -0.16198E-08
  2722    0.55591E+02    0.14187E+01    0.00000E+00   -0.33654E+01    0.98388E-09    0.22350E-06   -0.14796E-08
  2723    0.55479E+02    0.14093E+01    0.00000E+00   -0.33234E+01    0.98318E-09    0.22284E-06   -0.13399E-08
  2724    0.55366E+02    0.14001E+01    0.00000E+00   -0.32812E+01    0.98248E-09    0.22219E-06   -0.12007E-08
  2725    0.55251E+02    0.13910E+01    0.00000E+00   -0.32391E+01    0.98178E-09    0.22153E-06   -0.10619E-08
  2726    0.55134E+02    0.13821E+01    0.00000E+00   -0.31970E+01    0.98108E-09    0.22087E-06   -0.92357E-09
  2727    0.55015E+02    0.13735E+01    0.00000E+00   -0.31548E+01    0.98038E-09    0.22020E-06   -0.78573E-09
  2728    0.54893E+02    0.13651E+01    0.00000E+00   -0.31127E+01    0.97968E-09    0.21954E-06   -0.64839E-09
  2729    0.54770E+02    0.13568E+01    0.00000E+00   -0.30705E+01    0.97899E-09    0.21887E-06   -0.51157E-09
  2730    0.54645E+02    0.13488E+01    0.00000E+00   -0.30283E+01    0.97829E-09    0.21820E-06   -0.37527E-09
  2731    0.54517E+02    0.13410E+01    0.00000E+00   -0.29862E+01    0.97759E-09    0.21753E-06   -0.23952E-09
  2732    0.54389E+02    0.13334E+01    0.00000E+00   -0.29441E+01    0.97690E-09    0.21685E-06   -0.10432E-09
  2733    0.54257E+02    0.13260E+01    0.00000E+00   -0.29021E+01    0.97620E-09    0.21617E-06    0.30303E-10
  2734    0.54124E+02    0.13188E+01    0.00000E+00   -0.28601E+01    0.97551E-09    0.21549E-06    0.16435E-09
  2735    0.53989E+02    0.13119E+01    0.00000E+00   -0.28183E+01    0.97482E-09    0.21481E-06    0.29779E-09
  2736    0.53853E+02    0.13051E+01    0.00000E+00   -0.27765E+01    0.97412E-09    0.21413E-06    0.43063E-09
  2737    0.53714E+02    0.12985E+01    0.00000E+00   -0.27349E+01    0.97343E-09    0.21344E-06    0.56284E-09
  2738    0.53573E+02    0.12922E+01    0.00000E+00   -0.26933E+01    0.97274E-09    0.21276E-06    0.69441E-09
  2739    0.53430E+02    0.12861E+01    0.00000E+00   -0.26520E+01    0.97205E-09    0.21207E-06    0.82533E-09
  2740    0.53287E+02    0.12801E+01    0.00000E+00   -0.26106E+01    0.97136E-09    0.21138E-06    0.95558E-09
  2741    0.53140E+02    0.12744E+01    0.00000E+00   -0.25695E+01    0.97067E-09    0.21069E-06    0.10851E-08
  2742    0.52993E+02    0.12689E+01    0.00000E+00   -0.25286E+01    0.96998E-09    0.20999E-06    0.12140E-08
  2743    0.52843E+02    0.12635E+01    0.00000E+00   -0.24878E+01    0.96929E-09    0.20930E-06    0.13422E-08
  2744    0.52693E+02    0.12583E+01    0.00000E+00   -0.24472E+01    0.96860E-09    0.20860E-06    0.14696E-08
  2745    0.52539E+02    0.12536E+01    0.00000E+00   -0.24068E+01    0.96792E-09    0.20790E-06    0.15963E-08
  2746    0.52384E+02    0.12489E+01    0.00000E+00   -0.23667E+01    0.96723E-09    0.20720E-06    0.17223E-08
  2747    0.52229E+02    0.12444E+01    0.00000E+00   -0.23266E+01    0.96655E-09    0.20650E-06    0.18475E-08
  2748    0.52070E+02    0.12401E+01    0.00000E+00   -0.22869E+01    0.96586E-09    0.20580E-06    0.19719E-08
  2749    0.51911E+02    0.12361E+01    0.00000E+00   -0.22474E+01    0.96518E-09    0.20510E-06    0.20955E-08
  2750    0.51750E+02    0.12322E+01    0.00000E+00   -0.22081E+01    0.96449E-09    0.20440E-06    0.22183E-08
  2751    0.51586E+02    0.12287E+01    0.00000E+00   -0.21692E+01    0.96381E-09    0.20369E-06    0.23403E-08
  2752    0.51421E+02    0.12252E+01    0.00000E+00   -0.21305E+01    0.96313E-09    0.20299E-06    0.24615E-08
  2753    0.51256E+02    0.12220E+01    0.00000E+00   -0.20921E+01    0.96245E-09    0.20228E-06    0.25819E-08
  2754    0.51089E+02    0.12189E+01    0.00000E+00   -0.20539E+01    0.96177E-09    0.20158E-06    0.27014E-08
  2755    0.50919E+02    0.12161E+01    0.00000E+00   -0.20162E+01    0.96109E-09    0.20087E-06    0.28200E-08
  2756    0.50749E+02    0.12135E+01    0.00000E+00   -0.19787E+01    0.96041E-09    0.20016E-06    0.29379E-08
  2757    0.50577E+02    0.12110E+01    0.00000E+00   -0.19416E+01    0.95973E-09    0.19945E-06    0.30548E-08
  2758    0.50405E+02    0.12088E+01    0.00000E+00   -0.19046E+01    0.95905E-09    0.19874E-06    0.31709E-08
  2759    0.50230E+02    0.12068E+01    0.00000E+00   -0.18682E+01    0.95837E-09    0.19803E-06    0.32862E-08
  2760    0.50055E+02    0.12049E+01    0.00000E+00   -0.18321E+01    0.95769E-09    0.19732E-06    0.34005E-08
  2761    0.49877E+02    0.12033E+01    0.00000E+00   -0.17963E+01    0.95702E-09    0.19661E-06    0.35140E-08
  2762    0.49700E+02    0.12018E+01    0.00000E+00   -0.17610E+01    0.95634E-09    0.19590E-06    0.36266E-08
  2763    0.49521E+02    0.12006E+01    0.00000E+00   -0.17259E+01    0.95567E-09    0.19519E-06    0.37383E-08
  2764    0.49340E+02    0.11995E+01    0.00000E+00   -0.16913E+01    0.95499E-09    0.19448E-06    0.38491E-08
  2765    0.49159E+02    0.11985E+01    0.00000E+00   -0.16572E+01    0.95432E-09    0.19377E-06    0.39591E-08
  2766    0.48976E+02    0.11977E+01    0.00000E+00   -0.16234E+01    0.95365E-09    0.19305E-06    0.40681E-08
  2767    0.48793E+02    0.11972E+01    0.00000E+00   -0.15901E+01    0.95297E-09    0.19234E-06    0.41762E-08
  2768    0.48608E+02    0.11968E+01    0.00000E+00   -0.15572E+01    0.95230E-09    0.19163E-06    0.42834E-08
  2769    0.48422E+02    0.11966E+01    0.00000E+00   -0.15247E+01    0.95163E-09    0.19092E-06    0.43896E-08
  2770    0.48236E+02    0.11965E+01    0.00000E+00   -0.14928E+01    0.95096E-09    0.19021E-06    0.44950E-08
  2771    0.48049E+02    0.11966E+01    0.00000E+00   -0.14613E+01    0.95029E-09    0.18949E-06    0.45994E-08
  2772    0.47861E+02    0.11969E+01    0.00000E+00   -0.14302E+01    0.94962E-09    0.18878E-06    0.47028E-08
  2773    0.47672E+02    0.11973E+01    0.00000E+00   -0.13995E+01    0.94895E-09    0.18807E-06    0.48053E-08
  2774    0.47482E+02    0.11979E+01    0.00000E+00   -0.13694E+01    0.94828E-09    0.18736E-06    0.49069E-08
  2775    0.47293E+02    0.11986E+01    0.00000E+00   -0.13396E+01    0.94761E-09    0.18665E-06    0.50075E-08
  2776    0.47101E+02    0.11996E+01    0.00000E+00   -0.13104E+01    0.94695E-09    0.18594E-06    0.51071E-08
  2777    0.46909E+02    0.12006E+01    0.00000E+00   -0.12819E+01    0.94628E-09    0.18523E-06    0.52058E-08
  2778    0.46717E+02    0.12017E+01    0.00000E+00   -0.12537E+01    0.94562E-09    0.18452E-06    0.53035E-08
  2779    0.46524E+02    0.12031E+01    0.00000E+00   -0.12260E+01    0.94495E-09    0.18381E-06    0.54002E-08
  2780    0.46331E+02    0.12045E+01    0.00000E+00   -0.11988E+01    0.94429E-09    0.18310E-06    0.54959E-08
  2781    0.46138E+02    0.12062E+01    0.00000E+00   -0.11722E+01    0.94362E-09    0.18240E-06    0.55907E-08
  2782    0.45944E+02    0.12080E+01    0.00000E+00   -0.11461E+01    0.94296E-09    0.18169E-06    0.56844E-08
  2783    0.45750E+02    0.12099E+01    0.00000E+00   -0.11206E+01    0.94230E-09    0.18099E-06    0.57771E-08
  2784    0.45555E+02    0.12119E+01    0.00000E+00   -0.10956E+01    0.94163E-09    0.18028E-06    0.58689E-08
  2785    0.45360E+02    0.12142E+01    0.00000E+00   -0.10711E+01    0.94097E-09    0.17958E-06    0.59596E-08
  2786    0.45165E+02    0.12164E+01    0.00000E+00   -0.10471E+01    0.94031E-09    0.17887E-06    0.60493E-08
